Name,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Nathan,114.0,91.0,113.0,93.0,100.0,103.0,136.0,106.0,129.0,121.0,110.0,106.0,144.0,114.0,127.0,119.0,110.0,139.0,99.0,112.0,186.0,131.0,143.0,146.0,131.0,168.0,148.0,176.0,178.0,209.0,245.0,348.0,581.0,615.0,848.0,922.0,904.0,887.0,945.0,849.0,815.0,758.0,754.0,739.0,680.0,620.0,669.0,643.0,548.0,522.0,546.0,450.0,485.0,413.0,469.0,468.0,463.0,433.0,516.0,475.0,497.0,528.0,522.0,587.0,506.0,487.0,558.0,617.0,619.0,659.0,752.0,868.0,850.0,813.0,960.0,955.0,1095.0,1234.0,1252.0,1384.0,1632.0,1497.0,1539.0,1549.0,1498.0,1428.0,1422.0,1442.0,1671.0,1923.0,2566.0,3073.0,3545.0,4775.0,5880.0,7105.0,8663.0,9935.0,9950.0,10810.0,11213.0,11329.0,10870.0,10634.0,10682.0,10736.0,10057.0,9968.0,10190.0,10944.0,10959.0,10519.0,10167.0,10217.0,10416.0,10323.0,10305.0,10452.0,11592.0,12551.0,13046.0,12658.0,13250.0,13682.0,14683.0,14379.0,14290.0,13600.0,13262.0,12128.0,11374.0,10500.0,10412.0,9685.0,8910.0
Nathaniel,60.0,48.0,57.0,49.0,56.0,54.0,59.0,57.0,63.0,48.0,75.0,46.0,78.0,58.0,77.0,72.0,73.0,43.0,90.0,72.0,118.0,92.0,88.0,105.0,105.0,117.0,101.0,124.0,150.0,143.0,233.0,207.0,356.0,337.0,470.0,559.0,590.0,646.0,661.0,755.0,837.0,749.0,799.0,721.0,809.0,819.0,827.0,778.0,740.0,768.0,760.0,665.0,788.0,737.0,790.0,754.0,745.0,710.0,748.0,774.0,844.0,834.0,847.0,845.0,872.0,854.0,984.0,1109.0,1169.0,1200.0,1243.0,1254.0,1270.0,1277.0,1238.0,1346.0,1314.0,1278.0,1122.0,1166.0,1154.0,1059.0,1092.0,1032.0,1031.0,1084.0,917.0,987.0,935.0,1010.0,1146.0,1227.0,1221.0,1414.0,1622.0,1990.0,2220.0,2518.0,2948.0,3067.0,3522.0,3744.0,3969.0,3672.0,3627.0,4024.0,4069.0,4077.0,4074.0,4131.0,4357.0,4376.0,4700.0,4861.0,5038.0,5215.0,5426.0,5779.0,6435.0,6474.0,6812.0,6659.0,6823.0,6669.0,6700.0,6684.0,6625.0,6063.0,5850.0,5425.0,5098.0,4977.0,4770.0,4510.0,4257.0
Nellie,1001.0,1103.0,1144.0,1246.0,1426.0,1438.0,1497.0,1467.0,1744.0,1760.0,1830.0,1656.0,1747.0,1786.0,1778.0,1842.0,1702.0,1699.0,1816.0,1516.0,1862.0,1463.0,1572.0,1491.0,1560.0,1633.0,1603.0,1678.0,1764.0,1768.0,1934.0,1871.0,2375.0,2651.0,2959.0,3690.0,3871.0,3821.0,4057.0,3738.0,3776.0,3523.0,3283.0,3193.0,3094.0,2943.0,2742.0,2689.0,2357.0,2214.0,2226.0,2005.0,1994.0,1877.0,1850.0,1754.0,1675.0,1599.0,1467.0,1383.0,1305.0,1293.0,1217.0,1079.0,1010.0,936.0,885.0,882.0,890.0,745.0,756.0,602.0,639.0,605.0,551.0,519.0,486.0,433.0,382.0,384.0,364.0,334.0,266.0,259.0,262.0,202.0,213.0,197.0,165.0,146.0,161.0,164.0,151.0,135.0,157.0,150.0,131.0,134.0,143.0,154.0,138.0,135.0,127.0,129.0,114.0,106.0,96.0,72.0,97.0,99.0,118.0,81.0,82.0,71.0,75.0,87.0,76.0,76.0,86.0,85.0,68.0,85.0,93.0,88.0,97.0,83.0,99.0,118.0,113.0,125.0,118.0,116.0,138.0,158.0,182.0
Nevaeh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,99.0,1225.0,1727.0,2328.0,3214.0,4606.0,5976.0,6833.0,6125.0,6121.0,6418.0,6093.0,5356.0,4760.0,4194.0
Nicholas,73.0,56.0,66.0,71.0,69.0,66.0,85.0,79.0,97.0,68.0,78.0,78.0,95.0,89.0,77.0,84.0,106.0,87.0,94.0,69.0,95.0,88.0,112.0,90.0,102.0,112.0,144.0,161.0,226.0,204.0,235.0,308.0,676.0,796.0,1151.0,1428.0,1424.0,1419.0,1488.0,1329.0,1359.0,1562.0,1422.0,1471.0,1501.0,1340.0,1333.0,1284.0,1225.0,1204.0,1146.0,1109.0,930.0,895.0,873.0,913.0,927.0,935.0,992.0,1031.0,1102.0,1217.0,1503.0,1439.0,1362.0,1362.0,1676.0,1938.0,1933.0,2000.0,2180.0,2382.0,2345.0,2364.0,2382.0,2190.0,2222.0,2203.0,2194.0,2201.0,2304.0,2088.0,2152.0,2148.0,2071.0,2081.0,2154.0,2306.0,2578.0,2599.0,2713.0,2641.0,2862.0,3168.0,3238.0,3346.0,3495.0,6110.0,16465.0,21482.0,21158.0,19903.0,19779.0,20024.0,21155.0,22543.0,22927.0,23404.0,25423.0,28341.0,27970.0,27438.0,27831.0,28198.0,27827.0,29212.0,27771.0,27306.0,26668.0,25674.0,24689.0,22874.0,21425.0,19732.0,18579.0,17089.0,15680.0,14364.0,12533.0,10859.0,9644.0,8590.0,7731.0,7126.0,6724.0
Nicolas,0.0,0.0,5.0,0.0,0.0,9.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,9.0,7.0,0.0,6.0,12.0,12.0,14.0,9.0,22.0,32.0,43.0,57.0,27.0,64.0,45.0,54.0,70.0,74.0,74.0,69.0,96.0,83.0,61.0,65.0,78.0,79.0,76.0,70.0,74.0,49.0,57.0,57.0,46.0,55.0,54.0,34.0,60.0,56.0,58.0,62.0,60.0,70.0,78.0,88.0,66.0,95.0,93.0,112.0,105.0,102.0,107.0,87.0,103.0,101.0,111.0,123.0,135.0,107.0,114.0,120.0,131.0,136.0,123.0,172.0,168.0,181.0,223.0,212.0,205.0,250.0,226.0,307.0,308.0,434.0,799.0,912.0,859.0,896.0,891.0,951.0,966.0,1007.0,981.0,1028.0,1215.0,1537.0,1646.0,1597.0,1808.0,1823.0,1954.0,2011.0,2293.0,2435.0,2916.0,2761.0,2851.0,2831.0,2809.0,3010.0,2879.0,2962.0,2942.0,2838.0,2681.0,2488.0,2389.0,2237.0,2128.0,2124.0,2060.0
Nicole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,12.0,25.0,32.0,69.0,89.0,58.0,61.0,80.0,66.0,68.0,69.0,89.0,94.0,103.0,119.0,110.0,119.0,153.0,141.0,180.0,204.0,242.0,277.0,569.0,652.0,837.0,906.0,2039.0,2780.0,3092.0,7248.0,10743.0,10476.0,15826.0,13980.0,13167.0,14338.0,14519.0,15326.0,17348.0,19579.0,20002.0,20397.0,21788.0,22478.0,22339.0,23035.0,21371.0,20357.0,20369.0,19129.0,17992.0,16077.0,16357.0,16219.0,16050.0,12298.0,11151.0,10760.0,9920.0,9535.0,8580.0,7827.0,6989.0,6240.0,5756.0,4995.0,4330.0,3872.0,3290.0,2770.0,2561.0,2658.0,2650.0,3346.0,2511.0
Noah,103.0,81.0,108.0,81.0,94.0,76.0,90.0,94.0,83.0,85.0,74.0,76.0,79.0,69.0,74.0,72.0,69.0,58.0,68.0,47.0,92.0,56.0,69.0,48.0,46.0,60.0,60.0,61.0,68.0,62.0,87.0,82.0,116.0,141.0,171.0,189.0,229.0,219.0,247.0,253.0,242.0,247.0,237.0,258.0,239.0,219.0,235.0,236.0,174.0,197.0,191.0,186.0,181.0,173.0,148.0,175.0,147.0,143.0,145.0,122.0,150.0,161.0,182.0,155.0,157.0,133.0,130.0,156.0,150.0,148.0,153.0,154.0,143.0,160.0,131.0,133.0,137.0,153.0,137.0,154.0,138.0,131.0,140.0,125.0,138.0,122.0,157.0,156.0,176.0,246.0,348.0,478.0,421.0,493.0,545.0,587.0,545.0,692.0,697.0,924.0,934.0,1413.0,1828.0,1556.0,1254.0,1109.0,1050.0,1001.0,1074.0,1254.0,1314.0,1326.0,1437.0,1517.0,2086.0,3841.0,7225.0,9326.0,13464.0,14971.0,14327.0,13511.0,12105.0,11896.0,11986.0,13943.0,16374.0,16674.0,15829.0,17293.0,16508.0,16916.0,17380.0,18258.0,19250.0
Nolan,0.0,5.0,0.0,0.0,7.0,0.0,5.0,9.0,0.0,5.0,0.0,0.0,10.0,9.0,12.0,8.0,9.0,12.0,5.0,10.0,16.0,11.0,15.0,10.0,18.0,17.0,20.0,23.0,16.0,28.0,31.0,37.0,62.0,90.0,108.0,118.0,157.0,149.0,132.0,149.0,157.0,191.0,183.0,177.0,164.0,161.0,173.0,174.0,157.0,142.0,180.0,156.0,190.0,166.0,189.0,188.0,166.0,183.0,197.0,204.0,222.0,175.0,192.0,206.0,206.0,179.0,193.0,198.0,218.0,219.0,216.0,188.0,212.0,189.0,206.0,198.0,198.0,184.0,181.0,186.0,165.0,165.0,142.0,156.0,164.0,112.0,160.0,128.0,147.0,157.0,180.0,200.0,146.0,175.0,167.0,201.0,203.0,218.0,258.0,262.0,329.0,395.0,422.0,454.0,519.0,488.0,487.0,481.0,515.0,617.0,851.0,1062.0,1163.0,1144.0,1117.0,1066.0,1113.0,1316.0,1364.0,1623.0,2027.0,2099.0,2240.0,2226.0,2507.0,2724.0,2846.0,3185.0,3159.0,3443.0,3696.0,4179.0,4434.0,4750.0,5201.0
Nora,476.0,498.0,539.0,589.0,648.0,678.0,716.0,743.0,839.0,831.0,840.0,801.0,906.0,831.0,861.0,852.0,844.0,819.0,873.0,709.0,928.0,727.0,732.0,730.0,703.0,753.0,654.0,683.0,648.0,678.0,763.0,788.0,895.0,898.0,1050.0,1303.0,1326.0,1376.0,1389.0,1384.0,1494.0,1360.0,1234.0,1231.0,1347.0,1326.0,1213.0,1093.0,1092.0,1033.0,1025.0,915.0,985.0,903.0,900.0,921.0,800.0,856.0,870.0,864.0,850.0,856.0,850.0,864.0,843.0,846.0,974.0,1108.0,1085.0,1206.0,1118.0,1168.0,1129.0,1159.0,1160.0,1051.0,1178.0,1167.0,1183.0,1282.0,1356.0,1126.0,1077.0,1075.0,1058.0,887.0,855.0,733.0,704.0,709.0,674.0,628.0,604.0,574.0,587.0,552.0,519.0,518.0,583.0,535.0,577.0,558.0,562.0,527.0,555.0,547.0,490.0,543.0,604.0,605.0,591.0,573.0,523.0,525.0,529.0,550.0,555.0,563.0,540.0,582.0,539.0,619.0,600.0,835.0,1043.0,1197.0,1384.0,1473.0,1557.0,1667.0,1935.0,2234.0,2885.0,3502.0,4713.0
Norma,32.0,26.0,32.0,49.0,42.0,51.0,72.0,77.0,101.0,108.0,134.0,127.0,190.0,189.0,174.0,219.0,197.0,200.0,241.0,214.0,316.0,264.0,277.0,311.0,281.0,311.0,332.0,375.0,436.0,438.0,486.0,531.0,806.0,878.0,1172.0,1737.0,1927.0,2134.0,2669.0,3205.0,3957.0,5119.0,5248.0,5905.0,6561.0,6966.0,7553.0,8021.0,8195.0,7933.0,8548.0,8795.0,8451.0,7519.0,7816.0,6903.0,6655.0,6265.0,6404.0,5849.0,5355.0,5040.0,4993.0,4564.0,3876.0,3615.0,4280.0,4444.0,3604.0,3426.0,3426.0,3361.0,3353.0,3185.0,3123.0,2936.0,3065.0,2985.0,2753.0,2739.0,2574.0,2569.0,2684.0,2459.0,2437.0,2069.0,1870.0,1837.0,1561.0,1565.0,1450.0,1374.0,1156.0,1055.0,1070.0,1031.0,939.0,786.0,735.0,782.0,762.0,738.0,686.0,533.0,474.0,510.0,486.0,477.0,457.0,542.0,502.0,514.0,468.0,456.0,452.0,454.0,332.0,355.0,307.0,292.0,242.0,265.0,242.0,201.0,209.0,193.0,205.0,150.0,149.0,125.0,116.0,103.0,60.0,85.0,84.0
Norman,102.0,95.0,107.0,106.0,130.0,118.0,161.0,119.0,156.0,141.0,156.0,163.0,191.0,172.0,199.0,211.0,178.0,197.0,207.0,228.0,321.0,238.0,261.0,238.0,305.0,355.0,324.0,368.0,374.0,415.0,557.0,691.0,1378.0,1759.0,2348.0,3282.0,3633.0,3809.0,3895.0,3831.0,4143.0,4504.0,4564.0,4734.0,5081.0,5010.0,5344.0,5533.0,5636.0,5209.0,5337.0,5453.0,5313.0,4993.0,5008.0,5058.0,4670.0,4697.0,4988.0,4756.0,4602.0,4477.0,4700.0,4542.0,4094.0,3742.0,4182.0,4426.0,3910.0,3677.0,3662.0,3744.0,3589.0,3383.0,3421.0,3433.0,3442.0,3354.0,3084.0,2795.0,2720.0,2698.0,2799.0,2503.0,2269.0,2323.0,2185.0,1972.0,1787.0,1675.0,1538.0,1363.0,1186.0,1000.0,1009.0,858.0,835.0,770.0,752.0,704.0,733.0,683.0,639.0,632.0,601.0,583.0,501.0,531.0,500.0,496.0,443.0,519.0,405.0,393.0,327.0,278.0,262.0,293.0,270.0,235.0,268.0,225.0,208.0,219.0,209.0,194.0,177.0,188.0,188.0,159.0,144.0,126.0,155.0,158.0,170.0
Oliver,234.0,238.0,244.0,219.0,245.0,258.0,230.0,203.0,206.0,210.0,218.0,212.0,238.0,214.0,222.0,216.0,194.0,174.0,186.0,161.0,256.0,187.0,181.0,210.0,200.0,220.0,183.0,207.0,207.0,246.0,307.0,338.0,652.0,645.0,873.0,1140.0,1118.0,1185.0,1258.0,1220.0,1176.0,1202.0,1226.0,1230.0,1184.0,1061.0,1071.0,1014.0,942.0,894.0,860.0,785.0,745.0,593.0,743.0,659.0,588.0,615.0,568.0,603.0,589.0,600.0,616.0,684.0,572.0,564.0,623.0,631.0,640.0,604.0,556.0,550.0,565.0,529.0,535.0,507.0,489.0,453.0,454.0,377.0,372.0,347.0,314.0,359.0,368.0,302.0,343.0,290.0,329.0,335.0,368.0,425.0,372.0,382.0,347.0,357.0,342.0,346.0,428.0,408.0,400.0,409.0,450.0,433.0,398.0,370.0,343.0,463.0,438.0,458.0,625.0,580.0,661.0,670.0,643.0,595.0,606.0,668.0,739.0,782.0,977.0,978.0,1170.0,1378.0,1493.0,1792.0,2349.0,2914.0,3610.0,4291.0,4665.0,5414.0,5915.0,7261.0,9378.0
Olivia,44.0,51.0,52.0,46.0,54.0,59.0,72.0,69.0,71.0,100.0,85.0,66.0,101.0,107.0,127.0,117.0,114.0,131.0,141.0,110.0,167.0,126.0,130.0,130.0,157.0,153.0,181.0,171.0,181.0,179.0,211.0,191.0,285.0,287.0,340.0,372.0,446.0,476.0,466.0,471.0,523.0,502.0,535.0,535.0,507.0,532.0,466.0,499.0,442.0,465.0,411.0,387.0,399.0,374.0,359.0,371.0,381.0,398.0,446.0,429.0,540.0,593.0,748.0,694.0,734.0,621.0,728.0,857.0,848.0,854.0,769.0,667.0,692.0,619.0,647.0,607.0,543.0,519.0,557.0,491.0,484.0,435.0,428.0,451.0,426.0,442.0,334.0,345.0,325.0,348.0,351.0,335.0,348.0,358.0,511.0,1056.0,1244.0,1111.0,1314.0,1258.0,1122.0,1030.0,1125.0,1086.0,1167.0,1020.0,1236.0,1705.0,2145.0,2463.0,4637.0,5606.0,5816.0,6347.0,6442.0,7636.0,8134.0,9488.0,10626.0,11271.0,12858.0,13985.0,14645.0,16164.0,16174.0,15713.0,15506.0,16587.0,17100.0,17438.0,17040.0,17311.0,17295.0,18390.0,19696.0
Omar,14.0,11.0,11.0,13.0,6.0,15.0,14.0,10.0,19.0,11.0,16.0,5.0,16.0,14.0,10.0,22.0,11.0,19.0,12.0,17.0,10.0,8.0,8.0,15.0,8.0,16.0,12.0,15.0,10.0,14.0,13.0,21.0,44.0,52.0,59.0,70.0,92.0,80.0,109.0,116.0,88.0,96.0,81.0,81.0,86.0,90.0,71.0,79.0,78.0,69.0,65.0,47.0,67.0,62.0,49.0,60.0,44.0,51.0,36.0,38.0,43.0,48.0,45.0,43.0,45.0,48.0,52.0,48.0,55.0,64.0,64.0,63.0,64.0,70.0,78.0,67.0,82.0,77.0,84.0,90.0,98.0,115.0,111.0,118.0,139.0,152.0,201.0,253.0,318.0,451.0,559.0,549.0,645.0,801.0,818.0,908.0,1154.0,1239.0,1305.0,1394.0,1460.0,1450.0,1396.0,1281.0,1282.0,1222.0,1323.0,1301.0,1436.0,1643.0,1985.0,2151.0,2325.0,2462.0,2437.0,2523.0,2523.0,2293.0,2450.0,2677.0,2694.0,2729.0,2627.0,2708.0,2733.0,2966.0,3113.0,3220.0,2865.0,2548.0,2170.0,1885.0,1916.0,1878.0,1795.0
Oscar,544.0,530.0,625.0,607.0,615.0,623.0,650.0,574.0,647.0,577.0,635.0,551.0,639.0,574.0,601.0,549.0,539.0,543.0,551.0,447.0,568.0,428.0,397.0,427.0,442.0,436.0,412.0,483.0,476.0,466.0,505.0,636.0,1164.0,1256.0,1561.0,1802.0,1924.0,1971.0,2122.0,1997.0,2018.0,1995.0,2021.0,1890.0,1824.0,1767.0,1728.0,1646.0,1476.0,1499.0,1483.0,1354.0,1268.0,1120.0,1107.0,1098.0,1023.0,994.0,1034.0,1009.0,942.0,1027.0,962.0,1084.0,917.0,945.0,1027.0,1118.0,1109.0,1134.0,1113.0,1069.0,1096.0,1205.0,1281.0,1158.0,1139.0,1211.0,1077.0,1087.0,1066.0,1042.0,1016.0,1025.0,1012.0,997.0,942.0,939.0,905.0,1018.0,1055.0,1078.0,1121.0,1075.0,1204.0,1242.0,1245.0,1283.0,1325.0,1323.0,1411.0,1470.0,1498.0,1385.0,1439.0,1602.0,1583.0,1674.0,1736.0,1971.0,2348.0,2465.0,2602.0,2869.0,2866.0,2744.0,3012.0,2986.0,3017.0,3143.0,3186.0,3200.0,3249.0,3312.0,3359.0,3466.0,3605.0,3554.0,3560.0,3121.0,2667.0,2374.0,2191.0,2235.0,2309.0
Owen,78.0,67.0,65.0,63.0,91.0,70.0,83.0,68.0,98.0,75.0,68.0,73.0,102.0,80.0,80.0,75.0,83.0,70.0,64.0,66.0,93.0,80.0,63.0,83.0,71.0,89.0,82.0,104.0,105.0,90.0,118.0,156.0,265.0,293.0,356.0,484.0,494.0,495.0,599.0,556.0,598.0,704.0,632.0,592.0,634.0,581.0,560.0,550.0,507.0,535.0,519.0,462.0,445.0,439.0,435.0,411.0,385.0,411.0,412.0,383.0,363.0,412.0,414.0,417.0,392.0,369.0,392.0,405.0,385.0,370.0,396.0,375.0,455.0,412.0,404.0,346.0,398.0,411.0,371.0,385.0,387.0,354.0,348.0,279.0,295.0,272.0,265.0,230.0,221.0,273.0,247.0,249.0,317.0,342.0,335.0,295.0,279.0,324.0,276.0,371.0,352.0,378.0,383.0,363.0,397.0,418.0,404.0,461.0,466.0,434.0,479.0,461.0,453.0,457.0,488.0,705.0,1005.0,1371.0,1878.0,2378.0,2721.0,3029.0,4199.0,5710.0,6732.0,7186.0,8181.0,8256.0,7818.0,8152.0,8181.0,8344.0,8697.0,8758.0,9123.0
Paige,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,10.0,10.0,10.0,11.0,25.0,26.0,11.0,21.0,16.0,22.0,20.0,22.0,20.0,20.0,12.0,25.0,20.0,18.0,19.0,13.0,13.0,16.0,18.0,27.0,43.0,41.0,39.0,34.0,32.0,27.0,77.0,62.0,71.0,53.0,55.0,97.0,118.0,101.0,118.0,122.0,135.0,119.0,147.0,141.0,211.0,363.0,563.0,521.0,549.0,537.0,810.0,806.0,716.0,754.0,787.0,614.0,497.0,473.0,487.0,436.0,398.0,367.0,376.0,400.0,476.0,623.0,598.0,599.0,620.0,735.0,891.0,1662.0,1890.0,2416.0,4134.0,4536.0,5334.0,5631.0,5222.0,5746.0,5350.0,5038.0,4993.0,4727.0,4626.0,4282.0,5479.0,5761.0,5461.0,4908.0,4274.0,3800.0,3652.0,3407.0,3006.0,2811.0,2906.0,2573.0,2400.0
Paisley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,8.0,8.0,0.0,7.0,6.0,6.0,0.0,5.0,10.0,16.0,0.0,7.0,7.0,8.0,0.0,0.0,10.0,23.0,28.0,34.0,39.0,51.0,58.0,81.0,92.0,83.0,69.0,56.0,50.0,54.0,59.0,89.0,100.0,109.0,99.0,183.0,228.0,325.0,490.0,700.0,1022.0,1323.0,1649.0,2917.0,3602.0,4479.0
Pam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,5.0,13.0,0.0,10.0,14.0,23.0,18.0,19.0,55.0,72.0,146.0,282.0,325.0,349.0,546.0,666.0,572.0,343.0,228.0,191.0,204.0,246.0,325.0,475.0,868.0,1966.0,3061.0,3678.0,3419.0,3081.0,2816.0,2386.0,1867.0,1219.0,853.0,601.0,502.0,382.0,327.0,230.0,189.0,120.0,74.0,55.0,34.0,37.0,32.0,29.0,25.0,14.0,25.0,18.0,17.0,8.0,9.0,10.0,13.0,6.0,10.0,6.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pamela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,5.0,8.0,17.0,16.0,13.0,22.0,12.0,17.0,18.0,22.0,27.0,33.0,38.0,50.0,51.0,75.0,76.0,67.0,100.0,110.0,94.0,99.0,97.0,108.0,147.0,193.0,220.0,265.0,313.0,338.0,631.0,1475.0,2641.0,4859.0,6226.0,6183.0,9392.0,12423.0,14307.0,15154.0,16227.0,18586.0,20915.0,25777.0,27403.0,26732.0,26956.0,25064.0,25320.0,24749.0,22150.0,21731.0,21311.0,20647.0,19860.0,17511.0,16294.0,15417.0,14072.0,13418.0,12966.0,10184.0,7501.0,5836.0,5295.0,4197.0,3387.0,2845.0,2699.0,3379.0,3537.0,3893.0,3562.0,3036.0,2649.0,2479.0,2024.0,1794.0,1517.0,1347.0,1206.0,1091.0,923.0,813.0,753.0,687.0,814.0,768.0,714.0,659.0,606.0,578.0,530.0,673.0,543.0,455.0,566.0,514.0,455.0,330.0,258.0,266.0,214.0,204.0,185.0
Parker,14.0,12.0,14.0,8.0,9.0,6.0,11.0,14.0,11.0,13.0,12.0,15.0,10.0,13.0,20.0,15.0,16.0,10.0,14.0,9.0,17.0,9.0,8.0,16.0,25.0,14.0,16.0,8.0,13.0,17.0,15.0,15.0,34.0,52.0,55.0,72.0,62.0,67.0,82.0,92.0,64.0,66.0,76.0,72.0,78.0,76.0,61.0,76.0,74.0,85.0,50.0,56.0,67.0,59.0,59.0,53.0,51.0,46.0,56.0,62.0,65.0,54.0,50.0,63.0,43.0,52.0,57.0,75.0,69.0,51.0,61.0,62.0,62.0,56.0,59.0,51.0,54.0,67.0,40.0,56.0,53.0,55.0,57.0,54.0,52.0,61.0,38.0,38.0,63.0,54.0,68.0,67.0,47.0,33.0,28.0,43.0,49.0,71.0,108.0,132.0,133.0,147.0,157.0,216.0,256.0,323.0,351.0,347.0,430.0,543.0,743.0,919.0,1170.0,1210.0,1302.0,1441.0,1894.0,2429.0,2809.0,3258.0,3353.0,3503.0,3412.0,3494.0,3477.0,3787.0,4119.0,4575.0,4932.0,5223.0,5378.0,6149.0,6374.0,6851.0,7063.0
Patricia,0.0,0.0,0.0,0.0,6.0,5.0,8.0,10.0,12.0,17.0,11.0,12.0,21.0,28.0,36.0,35.0,37.0,49.0,47.0,56.0,89.0,68.0,85.0,79.0,124.0,121.0,158.0,177.0,205.0,233.0,316.0,325.0,504.0,588.0,656.0,895.0,1079.0,1447.0,1765.0,2152.0,2509.0,3392.0,3910.0,4801.0,6976.0,8118.0,8619.0,10593.0,12363.0,13668.0,15798.0,16515.0,18036.0,18701.0,20913.0,22960.0,24012.0,26937.0,27660.0,29813.0,32801.0,37054.0,39612.0,39765.0,36989.0,35940.0,46406.0,51393.0,46229.0,46439.0,48028.0,56551.0,53205.0,51108.0,49244.0,46297.0,43436.0,39367.0,38036.0,35311.0,32174.0,28941.0,26621.0,25432.0,26168.0,23617.0,20197.0,17809.0,15875.0,15019.0,13475.0,11518.0,9651.0,8530.0,8088.0,7085.0,6054.0,5939.0,5531.0,5689.0,5348.0,5311.0,5210.0,4954.0,4507.0,4432.0,4285.0,3950.0,3841.0,3654.0,3618.0,3435.0,2963.0,2678.0,2374.0,2169.0,1978.0,1787.0,1710.0,1537.0,1397.0,1222.0,1113.0,1016.0,997.0,877.0,780.0,725.0,629.0,564.0,479.0,427.0,394.0,418.0,376.0
